Id;Fecha;Tmax;HTmax;Tmin;HTmin;Tmed;Racha;HRacha;Vmax;HVmax;TPrec;Prec1;Prec2;Prec3;Prec4
0201X;2015-04-19;18.8;14:00;13.7;07:20;16.2;28;15:40;13;15:30;4.8;4.4;0.4;0;0
0201X;2015-04-20;17.9;16:10;12.6;07:10;15.3;19;12:00;9;12:00;0;0;0;0;0
0201X;2015-04-21;21.6;12:20;13.0;06:30;17.3;16;14:00;7;15:30;0;0;0;0;0
0201X;2015-04-22;18.7;16:50;13.9;04:20;16.3;15;15:00;7;18:10;0;0;0;0;0
0201X;2015-04-23;19.2;14:40;13.1;03:40;16.2;18;13:00;9;10:40;0;0;0;0;0
0201X;2015-04-24;21.9;12:10;13.5;06:40;17.7;37;16:20;20;16:00;0;0;0;0;0
0201X;2015-04-25;19.0;16:40;16.2;05:40;17.6;29;15:00;15;14:50;0;0;0;0;0
0201X;2015-04-26;19.8;13:40;15.5;23:59;17.6;21;15:50;10;16:00;3.4;0.2;0.2;0;3
0201X;2015-04-27;22.2;17:40;13.5;08:20;17.9;32;17:40;15;16:30;0;0;0;0;0
0201X;2015-04-28;19.6;15:50;13.5;08:20;16.6;28;16:00;14;15:00;0;0;0;0;0
0201X;2015-04-29;20.0;16:00;12.6;07:20;16.3;29;15:40;15;14:40;0;0;0;0;0
0201X;2015-04-30;21.0;15:40;13.4;07:00;17.2;36;21:20;20;21:20;0;0;0;0;0
0201X;2015-05-01;22.6;15:10;14.8;06:20;18.7;38;13:30;22;13:30;0;0;0;0;0
0201X;2015-05-02;24.4;17:50;16.0;02:50;20.2;29;15:20;17;15:20;0;0;0;0;0
0201X;2015-05-03;28.8;16:00;17.4;07:10;23.1;35;16:40;18;16:50;0;0;0;0;0
0201X;2015-05-04;20.2;13:50;15.7;08:10;18;23;17:10;9;00:40;0;0;0;0;0
0201X;2015-05-05;22.4;11:30;16.7;03:30;19.6;25;13:10;10;14:20;0;0;0;0;0
0201X;2015-05-06;23.4;15:20;15.7;06:50;19.5;27;14:40;14;14:20;0;0;0;0;0
0201X;2015-05-07;22.0;15:20;15.6;07:10;18.8;32;14:10;18;16:10;0;0;0;0;0
0201X;2015-05-08;25.6;17:20;16.5;07:10;21.1;41;12:10;22;12:00;0;0;0;0;0
0201X;2015-05-09;24.5;17:40;17.8;05:50;21.1;40;17:50;22;18:00;0;0;0;0;0
0201X;2015-05-10;26.0;15:10;16.9;05:30;21.4;40;16:10;21;16:00;0;0;0;0;0
0201X;2015-05-11;27.1;12:50;15.6;07:10;21.4;35;14:00;19;14:40;0;0;0;0;0
0201X;2015-05-12;25.4;17:10;15.7;06:30;20.5;22;15:50;12;15:50;0;0;0;0;0
0201X;2015-05-13;26.7;14:40;17.0;05:40;21.9;40;13:00;25;15:50;0;0;0;0;0
0201X;2015-05-14;27.2;17:00;18.5;07:20;22.9;30;17:50;11;18:30;0;0;0;0;0
0201X;2015-05-15;27.3;16:10;14.2;06:20;20.7;41;16:30;19;15:50;0;0;0;0;0
0201X;2015-05-16;24.2;11:30;15.1;06:20;19.7;32;17:20;16;21:10;0;0;0;0;0
0201X;2015-05-17;23.4;15:30;15.3;06:30;19.3;22;13:20;11;15:50;0;0;0;0;0
0201X;2015-05-18;24.3;13:50;15.2;06:30;19.7;45;15:40;26;15:40;0;0;0;0;0
0201X;2015-05-19;20.0;13:10;15.3;23:40;17.7;27;09:40;12;20:50;3.8;0;0;1.4;2.4
0201X;2015-05-20;17.5;16:30;12.1;07:20;14.8;28;16:00;10;15:30;22;18.6;0;0;3.4
0201X;2015-05-21;20.0;16:40;12.5;06:30;16.3;43;16:20;22;14:00;7.6;7.6;0;0;0
0201X;2015-05-22;21.2;12:30;14.3;06:30;17.8;30;15:10;16;13:50;0.2;0.2;0;0;0
0201X;2015-05-23;22.1;11:20;14.4;05:20;18.3;32;15:00;15;14:20;0;0;0;0;0
0201X;2015-05-24;22.9;15:10;15.2;05:50;19;21;16:20;11;16:20;0;0;0;0;0
0201X;2015-05-25;25.2;13:30;16.0;05:40;20.6;31;13:50;17;14:40;0;0;0;0;0
0201X;2015-05-26;22.9;15:40;17.8;06:20;20.3;23;16:10;11;12:30;0;0;0;0;0
0201X;2015-05-27;21.7;16:20;15.9;07:00;18.8;21;00:30;10;00:30;0;0;0;0;0
0201X;2015-05-28;23.4;15:20;16.0;06:30;19.7;39;18:00;22;16:30;0;0;0;0;0
0201X;2015-05-29;23.7;13:40;16.3;06:20;20;34;14:00;16;12:50;0;0;0;0;0
0201X;2015-05-30;23.1;16:40;16.1;06:30;19.6;22;14:50;10;15:10;0;0;0;0;0
0201X;2015-05-31;23.5;17:30;16.7;06:40;20.1;21;15:00;8;10:20;0;0;0;0;0
0201X;2015-06-01;26.3;14:00;18.4;06:20;22.3;30;17:00;15;16:30;0;0;0;0;0
0201X;2015-06-02;25.6;15:10;17.8;06:30;21.7;34;16:00;17;16:00;0;0;0;0;0
0201X;2015-06-03;27.5;12:30;17.6;06:40;22.6;23;14:50;14;14:40;0;0;0;0;0
0201X;2015-06-04;29.0;15:30;17.9;06:40;23.4;25;13:50;15;15:40;0;0;0;0;0
0201X;2015-06-05;29.4;16:20;17.7;06:30;23.6;33;16:30;17;15:50;0;0;0;0;0
0201X;2015-06-06;25.9;14:30;18.9;06:20;22.4;17;10:30;9;15:20;0;0;0;0;0
0201X;2015-06-07;28.7;13:20;19.3;07:00;24;27;14:30;15;14:50;0;0;0;0;0
0201X;2015-06-08;28.5;10:50;20.7;06:40;24.6;29;16:30;13;16:30;0;0;0;0;0
0201X;2015-06-09;27.1;16:30;22.3;23:59;24.7;19;16:20;7;15:30;0;0;0;0;0
0201X;2015-06-10;26.1;13:50;20.3;06:50;23.2;24;19:40;10;15:10;0;0;0;0;0
0201X;2015-06-11;27.4;15:50;20.2;06:20;23.8;35;19:50;15;19:50;1.2;0;0;0;1.2
0201X;2015-06-12;26.5;15:00;19.6;06:20;23.1;31;23:00;17;19:10;0.2;0;0.2;0;0
0201X;2015-06-13;24.3;16:10;19.3;06:20;21.8;24;00:30;10;11:40;0;0;0;0;0
0201X;2015-06-14;26.8;15:20;19.2;06:20;23;29;17:00;17;18:20;0;0;0;0;0
0201X;2015-06-15;24.9;13:50;19.4;06:20;22.1;26;05:10;11;15:10;0;0;0;0;0
0201X;2015-06-16;24.5;14:50;17.8;07:50;21.1;27;16:00;14;15:30;0.4;0;0;0;0.4
0201X;2015-06-17;25.6;14:30;18.4;07:30;22;29;16:50;14;16:30;0.2;0.2;0;0;0
0201X;2015-06-18;27.3;14:00;19.7;06:20;23.5;29;17:50;14;13:10;0;0;0;0;0
0201X;2015-06-19;25.9;16:00;19.6;06:40;22.8;21;17:50;10;12:50;0;0;0;0;0
0201X;2015-06-20;26.8;17:20;19.9;06:40;23.3;26;16:10;13;15:40;0;0;0;0;0
0201X;2015-06-21;27.2;14:40;19.5;06:40;23.4;33;18:30;17;18:50;0;0;0;0;0
0201X;2015-06-22;28.3;15:50;20.3;06:30;24.3;43;14:40;21;15:40;0;0;0;0;0
0201X;2015-06-23;26.7;14:10;23.0;00:50;24.9;26;07:30;12;07:20;0;0;0;0;0
0201X;2015-06-24;25.9;15:50;20.6;06:30;23.3;23;14:30;10;13:10;0;0;0;0;0
0201X;2015-06-25;25.5;13:00;20.3;06:30;22.9;19;13:30;10;13:30;0;0;0;0;0
0201X;2015-06-26;29.0;13:20;21.0;06:30;25;29;15:20;15;15:10;0;0;0;0;0
0201X;2015-06-27;29.1;11:10;21.8;06:30;25.4;23;15:30;13;15:00;0;0;0;0;0
0201X;2015-06-28;28.1;15:40;21.4;06:40;24.8;17;15:10;9;14:30;0;0;0;0;0
0201X;2015-06-29;32.5;15:20;22.1;06:30;27.3;32;17:10;17;17:40;0;0;0;0;0
0201X;2015-06-30;31.5;14:30;22.8;06:30;27.1;25;14:40;13;14:10;0;0;0;0;0
0201X;2015-07-01;28.6;15:20;22.3;06:40;25.4;20;12:00;9;12:00;0;0;0;0;0
0201X;2015-07-02;29.0;12:40;23.6;06:20;26.3;27;20:00;12;20:30;0;0;0;0;0
0201X;2015-07-03;29.3;12:00;22.7;06:40;26;21;16:50;10;16:50;0;0;0;0;0
0201X;2015-07-04;31.8;15:40;23.2;06:30;27.5;26;16:00;14;17:00;0;0;0;0;0
0201X;2015-07-05;34.4;12:30;23.9;06:20;29.2;37;15:50;19;17:40;0;0;0;0;0
0201X;2015-07-06;34.1;15:50;23.4;06:20;28.7;36;19:20;21;15:20;0;0;0;0;0
0201X;2015-07-07;32.7;12:20;23.9;06:40;28.3;40;19:00;20;11:50;0;0;0;0;0
0201X;2015-07-08;29.1;15:00;24.2;06:30;26.7;22;13:00;10;13:20;0;0;0;0;0
0201X;2015-07-09;29.5;16:20;23.8;06:50;26.6;31;17:10;15;15:50;0;0;0;0;0
0201X;2015-07-10;30.3;16:00;21.8;06:50;26;36;15:50;18;19:00;0;0;0;0;0
0201X;2015-07-11;28.7;15:20;23.3;06:20;26;25;19:10;13;18:30;0;0;0;0;0
0201X;2015-07-12;29.8;16:10;23.5;06:40;26.6;30;13:50;15;14:40;0;0;0;0;0
0201X;2015-07-13;30.3;15:20;24.0;06:40;27.1;26;15:50;13;18:20;0;0;0;0;0
0201X;2015-07-14;;;;;;;;;;;0;0;;0
0201X;2015-07-15;32.4;15:40;24.0;06:40;28.2;24;17:10;13;17:10;0;0;0;0;0
0201X;2015-07-16;31.6;16:50;23.3;06:40;27.4;24;15:40;12;15:40;0;0;0;0;0
0201X;2015-07-17;30.2;17:10;24.2;06:30;27.2;21;16:20;10;14:50;0;0;0;0;0
0201X;2015-07-18;31.0;15:10;25.3;06:00;28.1;27;20:40;14;20:20;0;0;0;0;0
0201X;2015-07-19;29.7;16:20;24.7;06:40;27.2;21;10:40;10;13:40;0;0;0;0;0
0201X;2015-07-20;31.3;14:20;24.9;05:20;28.1;22;17:30;10;19:00;0;0;0;0;0
0201X;2015-07-21;32.7;14:50;26.6;06:50;29.7;30;15:30;14;15:50;0;0;0;0;0
0201X;2015-07-22;33.7;15:10;23.6;06:30;28.7;36;03:40;14;13:30;0;0;0;0;0
0201X;2015-07-23;31.7;13:40;24.7;06:40;28.2;39;16:20;20;20:00;0;0;0;0;0
0201X;2015-07-24;31.4;14:10;25.7;06:40;28.6;41;16:20;21;16:10;0;0;0;0;0
0201X;2015-07-25;28.6;16:30;24.6;23:59;26.6;22;18:20;11;18:20;0.2;0.2;0;0;0
0201X;2015-07-26;30.0;14:50;23.2;01:30;26.6;45;14:00;23;15:30;0;0;0;0;0
0201X;2015-07-27;26.9;00:00;24.4;23:20;25.6;23;10:00;10;12:40;0;0;0;0;0
0201X;2015-07-28;26.7;18:40;23.6;01:00;25.2;19;09:40;9;19:20;0;0;0;0;0
0201X;2015-07-29;30.9;15:20;24.4;06:30;27.6;35;14:10;19;15:30;0;0;0;0;0
0201X;2015-07-30;26.0;11:00;23.5;22:40;24.8;25;15:00;11;14:40;0;0;0;0;0
0201X;2015-07-31;26.7;15:10;21.6;21:30;24.2;21;14:40;10;12:10;3;0;0;0;3
0201X;2015-08-01;26.4;16:40;19.3;03:50;22.8;30;00:40;12;00:30;10;10;0;0;0
0201X;2015-08-02;;;;;;;;;;;;;;
0201X;2015-08-03;31.0;15:50;23.2;05:00;27.1;41;18:00;22;18:00;0;0;0;0;0
0201X;2015-08-04;29.5;12:20;24.2;23:50;26.9;24;05:10;12;05:10;0.6;0;0.6;0;0
0201X;2015-08-05;30.8;16:20;23.1;06:30;26.9;28;17:50;14;17:40;0;0;0;0;0
0201X;2015-08-06;28.6;13:40;23.6;06:30;26.1;19;12:40;10;14:20;0;0;0;0;0
0201X;2015-08-07;30.0;15:50;24.8;05:30;27.4;21;19:40;10;17:00;0;0;0;0;0
0201X;2015-08-08;30.0;13:10;22.5;21:30;26.3;29;17:00;16;16:20;1.4;0;0;0;1.4
0201X;2015-08-09;28.3;14:20;21.6;07:50;24.9;28;16:20;15;15:50;0.4;0;0.4;0;0
0201X;2015-08-10;27.9;14:50;22.1;06:30;25;22;16:40;10;12:00;0;0;0;0;0
0201X;2015-08-11;29.5;14:50;21.6;06:50;25.6;27;16:10;14;16:40;0;0;0;0;0
0201X;2015-08-12;29.6;15:40;25.0;07:10;27.3;28;15:50;14;18:50;0;0;0;0;0
0201X;2015-08-13;30.4;14:00;25.1;04:20;27.8;32;13:00;16;14:30;0;0;0;0;0
0201X;2015-08-14;28.0;11:10;22.2;21:50;25.1;40;15:40;18;14:20;0;0;0;0;0
0201X;2015-08-15;26.0;15:20;18.6;22:30;22.3;28;18:30;12;18:30;2.6;0;0.4;0;2.2
0201X;2015-08-16;27.2;16:40;18.4;00:50;22.8;32;19:20;17;19:20;0;0;0;0;0
0201X;2015-08-17;25.9;17:20;21.4;06:50;23.6;31;11:20;12;12:10;0;0;0;0;0
0201X;2015-08-18;23.3;00:00;17.7;10:20;20.5;21;07:00;8;05:30;11.8;3;8.8;0;0
0201X;2015-08-19;27.4;15:20;19.4;07:20;23.4;36;15:40;17;18:00;0;0;0;0;0
0201X;2015-08-20;28.6;14:30;21.0;07:00;24.8;30;15:30;14;15:00;;;0;0;0
0201X;2015-08-21;29.4;13:50;23.2;06:20;26.3;30;13:10;14;15:50;0;0;0;0;0
0201X;2015-08-22;29.2;15:00;24.0;06:30;26.6;22;14:00;11;16:00;0.2;0;0.2;0;0
0201X;2015-08-23;30.2;16:20;23.6;06:20;26.9;35;15:50;18;15:40;0;0;0;0;0
0201X;2015-08-24;32.6;15:40;23.6;06:20;28.1;33;12:40;14;19:00;0;0;0;0;0
0201X;2015-08-25;27.4;16:20;20.4;06:30;23.9;26;15:50;13;13:50;0;0;0;0;0
0201X;2015-08-26;28.9;15:40;21.8;06:30;25.3;35;15:20;19;15:20;0;0;0;0;0
0201X;2015-08-27;29.5;16:10;22.9;07:00;26.2;34;18:30;17;16:20;0;0;0;0;0
0201X;2015-08-28;29.7;15:40;22.9;07:20;26.3;17;17:20;8;16:50;0;0;0;0;0
0201X;2015-08-29;28.2;13:00;23.1;07:10;25.7;17;15:50;9;16:00;0;0;0;0;0
0201X;2015-08-30;28.6;14:50;22.1;06:50;25.4;18;16:20;9;15:50;0;0;0;0;0
0201X;2015-08-31;30.0;13:00;23.0;06:30;26.5;27;21:00;14;21:20;0.2;0;0;0;0.2
0201X;2015-09-01;29.2;12:00;23.3;06:30;26.3;21;12:30;12;12:30;0;0;0;0;0
0201X;2015-09-02;24.8;15:20;21.3;11:30;23;20;16:30;8;14:30;4.6;0;4.6;0;0
0201X;2015-09-03;24.3;17:00;21.1;11:30;22.7;32;14:00;12;13:50;0.4;0;0.4;0;0
0201X;2015-09-04;23.5;13:50;19.1;23:30;21.3;28;13:10;12;13:20;3.8;0.8;0;2.6;0.4
0201X;2015-09-05;24.8;16:40;17.5;07:50;21.1;22;13:30;10;14:10;0;0;0;0;0
0201X;2015-09-06;24.9;15:40;19.2;06:20;22.1;30;16:50;14;17:30;0;0;0;0;0
0201X;2015-09-07;24.2;15:50;19.2;07:20;21.7;22;19:10;10;13:40;0;0;0;0;0
0201X;2015-09-08;24.1;12:30;19.2;07:10;21.7;19;07:30;8;07:30;0;0;0;0;0
0201X;2015-09-09;25.2;16:40;17.6;07:00;21.4;17;13:50;7;13:40;0;0;0;0;0
0201X;2015-09-10;22.7;11:30;18.4;14:20;20.6;18;13:50;7;13:00;36.2;0;0.2;36;0
0201X;2015-09-11;24.1;16:50;18.8;01:00;21.4;14;15:20;7;17:10;0.2;0;0.2;0;0
0201X;2015-09-12;27.0;15:30;21.8;02:10;24.4;20;19:40;10;13:40;0.6;0;0;0;0.6
0201X;2015-09-13;27.0;14:30;19.7;08:10;23.4;34;14:30;18;14:50;0;0;0;0;0
0201X;2015-09-14;27.1;17:10;20.2;06:30;23.7;28;11:20;12;11:20;0;0;0;0;0
0201X;2015-09-15;24.9;17:20;18.8;06:30;21.8;27;18:20;15;18:50;0;0;0;0;0
0201X;2015-09-16;28.2;14:30;22.2;07:10;25.2;45;14:40;24;14:20;0;0;0;0;0
0201X;2015-09-17;29.3;17:10;21.2;23:59;25.3;39;20:30;14;20:30;0;0;0;0;0
0201X;2015-09-18;24.4;12:50;18.0;08:10;21.2;28;14:40;13;14:20;0;0;0;0;0
0201X;2015-09-19;24.3;16:00;17.2;07:10;20.8;32;15:20;16;15:40;0;0;0;0;0
0201X;2015-09-20;24.1;17:00;19.8;07:20;21.9;20;09:10;9;08:50;0;0;0;0;0
0201X;2015-09-21;23.9;15:30;18.4;06:30;21.1;19;12:50;9;13:50;0;0;0;0;0
0201X;2015-09-22;23.5;15:20;18.6;05:10;21.1;31;18:40;12;17:50;0;0;0;0;0
0201X;2015-09-23;22.7;16:20;17.7;06:50;20.2;36;15:40;16;15:30;0.6;0.2;0.4;0;0
0201X;2015-09-24;23.7;16:20;16.6;06:20;20.2;29;15:00;14;14:20;0;0;0;0;0
0201X;2015-09-25;23.2;16:40;16.8;07:40;20;18;15:00;9;13:20;0;0;0;0;0
0201X;2015-09-26;23.6;17:00;18.1;07:30;20.9;19;13:00;10;12:50;0;0;0;0;0
0201X;2015-09-27;22.8;14:50;18.9;06:20;20.8;12;14:10;6;15:00;0;0;0;0;0
0201X;2015-09-28;23.5;15:30;18.0;06:30;20.8;25;15:00;11;14:40;0;0;0;0;0
0201X;2015-09-29;21.0;14:50;18.9;08:20;19.9;31;23:20;13;13:20;0;0;0;0;0
0201X;2015-09-30;19.5;11:20;17.5;17:50;18.5;46;12:10;16;12:10;0;0;0;0;0
0201X;2015-10-01;21.2;15:20;15.9;06:40;18.6;21;22:10;7;10:00;0;0;0;0;0
0201X;2015-10-02;23.7;17:10;15.7;06:50;19.7;20;16:20;7;14:40;0;0;0;0;0
0201X;2015-10-03;22.5;15:20;16.8;07:00;19.6;30;12:50;15;13:30;0;0;0;0;0
0201X;2015-10-04;21.9;15:30;17.6;06:40;19.8;24;02:00;8;01:50;0;0;0;0;0
0201X;2015-10-05;;;;;;;;;;;;;;
0201X;2015-10-06;29.7;16:20;19.4;07:30;24.6;36;15:30;15;15:40;0;0;0;0;0
0201X;2015-10-07;23.5;15:20;17.2;21:50;20.4;30;14:40;15;13:00;15.2;0;0;0;15.2
0201X;2015-10-08;22.0;16:10;17.9;08:30;19.9;26;16:40;12;16:30;;0;0;;0
0201X;2015-10-09;21.6;15:20;16.8;06:20;19.2;17;14:30;7;14:30;0;0;0;0;0
0201X;2015-10-10;23.5;15:00;16.2;07:50;19.9;34;16:10;19;16:10;0;0;0;0;0
0201X;2015-10-11;22.4;16:10;16.9;08:40;19.6;15;13:50;8;13:50;0;0;0;0;0
0201X;2015-10-12;21.4;14:10;19.2;06:40;20.3;18;14:50;9;14:50;0;0;0;0;0
0201X;2015-10-13;20.4;12:20;17.0;20:10;18.7;22;12:30;8;12:10;5.2;0;0;5;0.2
0201X;2015-10-14;19.6;15:50;15.6;10:10;17.6;22;16:30;12;16:30;0;0;0;0;0
0201X;2015-10-15;17.9;16:40;12.2;08:20;15;16;02:50;8;13:30;0;0;0;0;0
0201X;2015-10-16;18.4;15:30;14.1;08:10;16.3;18;15:40;8;16:50;0;0;0;0;0
0201X;2015-10-17;19.1;16:30;13.8;08:20;16.5;15;12:50;6;12:50;0;0;0;0;0
0201X;2015-10-18;21.0;17:10;16.8;00:20;18.9;16;17:20;7;17:20;0;0;0;0;0
0201X;2015-10-19;20.3;13:30;17.3;02:00;18.8;26;13:10;11;13:20;0.2;0;0;0.2;0
0201X;2015-10-20;;;;;;;;;;;;;0;
0201X;2015-10-21;18.5;14:40;14.2;08:00;16.3;18;03:20;9;05:30;0;0;0;0;0
0201X;2015-10-22;20.7;14:40;12.4;08:30;16.6;21;16:00;12;16:00;0;0;0;0;0
0201X;2015-10-23;21.0;16:30;14.6;06:50;17.8;23;16:40;12;17:10;0;0;0;0;0
0201X;2015-10-24;20.9;15:20;14.4;07:20;17.6;18;16:00;9;16:10;0;0;0;0;0
0201X;2015-10-25;19.3;12:00;16.4;07:30;17.8;16;11:40;6;07:20;0;0;0;0;0
0201X;2015-10-26;19.1;14:40;16.8;01:30;17.9;18;12:20;7;11:20;5;0;0;0;5
0201X;2015-10-27;;;;;;;;;;;0.8;2.6;0;
0201X;2015-10-28;22.8;15:20;15.9;22:30;19.3;33;17:30;16;17:30;1.4;1.4;0;0;0
0201X;2015-10-29;;;;;;;;;;;;;;
0201X;2015-10-30;;;;;;;;;;;;;;
0201X;2015-10-31;;;;;;;;;;;;;;
0201X;2015-11-01;;;;;;;;;;;;;;
0201X;2015-11-02;;;;;;;;;;;0.4;0;11.4;
0201X;2015-11-03;;;;;;;;;;;;0;0;2.4
0201X;2015-11-04;22.0;14:30;15.1;06:20;18.6;19;11:10;10;11:10;0.4;0.4;0;0;0
0201X;2015-11-05;19.1;14:10;15.3;08:00;17.2;14;11:00;8;12:10;0;0;0;0;0
0201X;2015-11-06;22.2;15:20;15.0;07:40;18.6;17;13:40;8;15:40;0;0;0;0;0
0201X;2015-11-07;18.2;12:00;14.5;07:10;16.4;12;12:40;7;13:10;0;0;0;0;0
0201X;2015-11-08;20.5;14:00;14.9;05:40;17.7;25;14:30;12;16:30;0;0;0;0;0
0201X;2015-11-09;24.0;15:00;14.2;07:40;19.1;20;15:50;10;15:50;0;0;0;0;0
0201X;2015-11-10;22.1;14:50;14.4;05:10;18.3;16;14:30;8;14:30;0;0;0;0;0
0201X;2015-11-11;19.7;15:10;14.6;02:40;17.2;13;11:20;6;11:20;0;0;0;0;0
0201X;2015-11-12;18.6;14:30;13.2;03:30;15.9;13;12:30;6;12:00;0;0;0;0;0
0201X;2015-11-13;;;;;;;;;;;0;;;
0201X;2015-11-14;;;;;;;;;;;0;0;;
0201X;2015-11-15;22.7;14:40;11.3;07:40;17;14;14:10;7;14:00;0;0;0;0;0
0201X;2015-11-16;21.4;14:10;11.6;05:40;16.5;13;14:30;7;11:40;0;0;0;0;0
0201X;2015-11-17;;;;;;;;;;;0;0;;0
0201X;2015-11-18;20.7;14:00;10.8;05:50;15.8;19;14:00;10;14:10;0;0;0;0;0
0201X;2015-11-19;20.4;15:20;11.8;06:30;16.1;10;16:30;6;16:30;0;0;0;0;0
0201X;2015-11-20;21.4;15:30;12.7;06:40;17;27;23:10;13;23:10;;0;0;0;
0201X;2015-11-21;19.9;14:10;10.2;23:50;15;51;05:40;19;05:20;0;0;0;0;0
0201X;2015-11-22;14.3;14:10;8.5;06:40;11.4;23;14:50;9;13:50;0;0;0;0;0
0201X;2015-11-23;;;;;;;;;;;0;0;;0
0201X;2015-11-24;;;;;;;;;;;0;;0;0
0201X;2015-11-25;17.7;15:20;8.3;02:00;13;18;15:10;11;04:10;0;0;0;0;0
0201X;2015-11-26;16.6;15:20;9.8;05:40;13.2;19;12:00;8;12:20;0;0;0;0;0
0201X;2015-11-27;;;;;;;;;;;0;;0;0
0201X;2015-11-28;17.8;14:40;8.5;07:00;13.1;15;15:30;7;15:40;0;0;0;0;0
0201X;2015-11-29;15.6;14:30;9.6;08:50;12.6;19;04:20;9;04:20;0;0;0;0;0
0201X;2015-11-30;;;;;;;;;;;0;0;;
0201X;2015-12-01;;;;;;;;;;;;;;
0201X;2015-12-02;;;;;;;;;;;0;0;0;
0201X;2015-12-03;;;;;;;;;;;0;0;0;
0201X;2015-12-04;;;;;;;;;;;;0;0;0
0201X;2015-12-05;15.3;15:30;10.9;06:40;13.1;8;21:50;4;14:50;0;0;0;0;0
0201X;2015-12-06;16.0;12:50;11.5;08:20;13.8;9;09:10;4;13:10;0;0;0;0;0
0201X;2015-12-07;16.4;14:50;13.2;01:50;14.8;13;15:20;6;15:20;0;0;0;0;0
0201X;2015-12-08;17.9;14:10;13.8;22:30;15.8;23;15:20;12;16:10;0;0;0;0;0
0201X;2015-12-09;;;;;;;;;;;0;0;0;
0201X;2015-12-10;;;;;;;;;;;0;0;;0
0201X;2015-12-11;16.6;14:40;10.9;07:50;13.8;18;13:40;10;13:40;0;0;0;0;0
0201X;2015-12-12;15.4;14:50;10.2;08:40;12.8;17;13:50;10;13:50;0;0;0;0;0
0201X;2015-12-13;;;;;;;;;;;0;;;
0201X;2015-12-14;;;;;;;;;;;;;;0
0201X;2015-12-15;19.6;14:40;9.3;04:30;14.5;15;15:50;9;12:50;0;0;0;0;0
0201X;2015-12-16;19.9;15:50;10.7;07:20;15.3;10;19:50;6;11:50;0;0;0;0;0
0201X;2015-12-17;;;;;;;;;;;0;0;;
0201X;2015-12-18;;;;;;;;;;;;;;
0201X;2015-12-19;15.4;15:50;10.1;07:10;12.8;12;16:10;6;12:10;0;0;0;0;0
0201X;2015-12-20;;;;;;;;;;;0;0;0;
0201X;2015-12-21;;;;;;;;;;;0;0;;
0201X;2015-12-22;;;;;;;;;;;;0;;0
0201X;2015-12-23;;;;;;;;;;;;;0;0
0201X;2015-12-24;17.2;14:40;12.7;23:59;15;25;14:40;13;15:40;0;0;0;0;0
0201X;2015-12-25;15.4;16:00;10.7;08:20;13;10;14:10;6;15:50;0;0;0;0;0
0201X;2015-12-26;16.3;14:40;8.4;08:30;12.3;19;12:20;10;16:10;0;0;0;0;0
0201X;2015-12-27;16.5;14:30;8.9;06:00;12.7;23;16:00;13;14:20;0;0;0;0;0
0201X;2015-12-28;16.6;14:20;11.6;06:20;14.1;14;14:10;7;13:30;0;0;0;0;0
0201X;2015-12-29;18.2;13:30;12.7;07:50;15.5;26;11:40;13;11:50;0;0;0;0;0
0201X;2015-12-30;;;;;;;;;;;0;;;
0201X;2015-12-31;;;;;;;;;;;;0;0;0
0201X;2016-01-01;15.6;15:30;11.5;09:00;13.6;19;15:40;9;14:20;0;0;0;0;0
0201X;2016-01-02;;;;;;;;;;;0;0;;
0201X;2016-01-03;15.0;15:10;9.8;07:50;12.4;32;15:00;16;15:20;0;0;0;0;0
0201X;2016-01-04;15.0;11:40;12.0;20:10;13.5;24;11:40;12;11:30;0.4;0;0;0;0.4
0201X;2016-01-05;;;;;;;;;;;0;;0;0
0201X;2016-01-06;14.2;15:10;8.7;08:40;11.4;40;19:50;18;20:50;0;0;0;0;0
0201X;2016-01-07;20.6;15:20;9.8;07:20;15.2;40;15:40;18;16:40;0;0;0;0;0
0201X;2016-01-08;22.5;14:30;14.4;08:40;18.4;31;14:20;16;14:20;0;0;0;0;0
0201X;2016-01-09;19.9;15:50;14.6;08:40;17.3;32;20:00;14;19:50;;0;;0;0
0201X;2016-01-10;18.4;15:50;14.6;09:10;16.5;49;13:40;26;14:20;0;0;0;0;0
0201X;2016-01-11;19.0;14:00;13.7;23:20;16.3;50;01:00;23;01:10;0;0;0;0;0
0201X;2016-01-12;16.4;15:20;11.2;08:10;13.8;41;19:40;18;10:40;0;0;0;0;0
0201X;2016-01-13;14.4;13:40;9.2;05:50;11.8;17;15:20;9;08:50;0;0;0;0;0
0201X;2016-01-14;15.8;14:20;10.1;04:10;13;31;15:40;12;15:40;0;0;0;0;0
0201X;2016-01-15;;;;;;;;;;;0.8;0;0;
0201X;2016-01-16;;;;;;;;;;;0;0;0;
0201X;2016-01-17;;;;;;;;;;;;;;
0201X;2016-01-18;;;;;;;;;;;;0;0;
0201X;2016-01-19;13.1;14:10;7.5;05:30;10.3;23;14:30;11;14:30;0;0;0;0;0
0201X;2016-01-20;14.9;15:40;8.2;02:50;11.5;14;08:20;7;08:20;0;0;0;0;0
0201X;2016-01-21;;;;;;;;;;;0;;;
0201X;2016-01-22;;;;;;;;;;;;0;0;0
0201X;2016-01-23;17.3;14:50;10.5;08:00;13.9;21;15:50;13;15:20;0;0;0;0;0
0201X;2016-01-24;14.7;14:50;10.3;04:30;12.5;25;07:30;9;08:00;0;0;0;0;0
